num_cliente,tipo_doc,tipo_dispositivo,codigo_dispositivo,num_trx,mnt_total_trx
-4.70074E+18,1,POS,14314520,6,42943560
8.67537E+18,1,POS,12679510,1,6339755
-2.93992E+18,1,POS,10336139,3,15504208.5
-8.70249E+16,1,POS,12621421,2,12621421
8.90268E+18,1,POS,13947387,5,34868467.5
-1.07677E+18,1,POS,12801197,4,25602394
-5.06608E+18,1,POS,10773455,2,10773455
-1.43895E+18,1,POS,14835797,1,7417898.5
2.21496E+18,1,POS,10668622,1,5334311
8.70484E+18,1,POS,14962260,1,7481130
-9.73335E+17,1,POS,14474746,1,7237373
1.27498E+18,1,POS,11815180,2,11815180
-8.0687E+18,1,POS,13284518,1,6642259
-6.24392E+18,1,POS,11867314,1,5933657
-5.77608E+18,1,POS,13021282,1,6510641
-2.30006E+18,1,POS,14214894,1,7107447
8.23202E+18,2,POS,12445185,1,6222592.5
-1.85065E+18,1,POS,12302378,3,18453567
5.59334E+18,1,POS,10313773,1,5156886.5
2.03604E+17,1,POS,10327682,11,56802251
8.68164E+18,1,POS,14008353,2,14008353
-8.29085E+18,1,POS,13630363,2,13630363
-6.51051E+18,1,POS,13441050,1,6720525
-2.98166E+18,1,POS,11940665,11,65673657.5
7.14676E+18,1,POS,14311997,1,7155998.5
6.8933E+18,1,POS,14607196,1,7303598
6.96758E+17,1,POS,12866471,1,6433235.5
3.58366E+18,1,POS,11608452,2,11608452
-4.72331E+18,1,POS,12810560,1,6405280
-7.92838E+18,1,POS,15213341,1,7606670.5
8.42517E+18,1,POS,15213341,1,7606670.5
-2.86265E+18,1,POS,13015987,1,6507993.5
2.68545E+18,1,POS,15254519,1,7627259.5
2.44039E+18,1,POS,14867923,3,22301884.5
-9.11109E+18,1,POS,14353692,1,7176846
5.85136E+18,1,POS,10778520,1,5389260
1.07169E+18,1,POS,12419040,1,6209520
9.42868E+16,1,POS,14427488,3,21641232
-2.462E+18,1,POS,13167382,1,6583691
-3.43844E+18,1,POS,10313583,2,10313583
-7.25968E+18,1,POS,11815180,3,17722770
-2.62145E+18,1,POS,13190616,1,6595308
-3.6959E+18,1,POS,13896956,3,20845434
-6.55059E+18,1,POS,15251556,2,15251556
-5.76147E+18,1,POS,12717039,1,6358519.5
6.49881E+18,1,POS,15593536,1,7796768
7.61665E+18,1,POS,13413984,1,6706992
7.3758E+18,1,POS,14752851,1,7376425.5
1.68933E+18,1,POS,10305233,1,5152616.5
5.81866E+18,1,POS,14292130,1,7146065
5.23122E+18,1,POS,14001291,2,14001291
7.71601E+18,1,POS,13575071,10,67875355
-6.44579E+17,1,POS,11475787,1,5737893.5
7.81716E+18,1,POS,14405559,1,7202779.5
-6.80694E+18,2,POS,10313583,13,67038289.5
-3.73814E+18,1,POS,13318233,1,6659116.5
-9.42864E+16,1,POS,12561528,2,12561528
-2.46778E+18,1,POS,10666576,2,10666576
7.14543E+17,1,POS,14292130,1,7146065
2.36044E+18,1,POS,11790706,1,5895353
5.80786E+18,1,POS,14292130,1,7146065
4.15374E+18,1,POS,15322241,1,7661120.5
7.94548E+18,1,POS,14326664,1,7163332
-6.56018E+18,1,POS,14015341,24,168184092
2.43718E+18,1,POS,12302378,2,12302378
8.77365E+18,1,POS,14408041,36,259344738
-7.34327E+18,1,POS,14215370,1,7107685
-5.79133E+18,1,POS,13252663,1,6626331.5
8.68099E+18,1,POS,15084791,6,45254373
-7.72053E+17,1,POS,10932812,1,5466406
-1.43895E+18,1,POS,11174554,1,5587277
-7.37662E+18,1,POS,10577138,1,5288569
-3.6959E+18,1,POS,14227300,2,14227300
-2.55993E+18,1,POS,13425566,1,6712783
7.3662E+18,1,POS,13046479,1,6523239.5
-5.76147E+18,1,POS,11561842,1,5780921
8.56356E+18,1,POS,15756968,1,7878484
9.1443E+18,1,POS,11587953,1,5793976.5
2.43019E+18,1,POS,10531317,1,5265658.5
-6.61541E+18,1,POS,11531308,1,5765654
-5.04061E+18,1,POS,11303609,1,5651804.5
1.11811E+18,1,POS,12993333,3,19489999.5
3.78538E+18,1,POS,12445185,1,6222592.5
-4.63212E+18,1,POS,11101714,1,5550857
-3.57907E+18,1,POS,15528193,1,7764096.5
-3.16866E+18,1,POS,15390644,1,7695322
7.35955E+18,1,POS,14185227,1,7092613.5
4.25136E+18,1,POS,10932812,1,5466406
-5.64938E+18,1,POS,11857968,2,11857968
-3.31132E+18,1,POS,11475811,1,5737905.5
2.68802E+18,1,POS,15084791,4,30169582
-3.78941E+18,1,POS,10765170,1,5382585
6.55755E+18,1,POS,12547568,1,6273784
3.46751E+18,1,POS,14292130,3,21438195
4.42675E+18,1,POS,13333372,3,20000058
-1.15526E+18,1,POS,12370557,4,24741114
3.96983E+18,1,POS,14564538,3,21846807
6.82399E+18,1,POS,11152808,2,11152808
-4.73322E+18,1,POS,14292130,5,35730325
6.55755E+18,1,POS,11303609,4,22607218
6.18173E+18,1,POS,11843760,1,5921880
8.63344E+18,1,POS,13472063,1,6736031.5
-1.5892E+17,1,POS,13947387,1,6973693.5
-2.21955E+18,1,POS,11614500,12,69687000
7.45114E+18,1,POS,12481628,2,12481628
-4.56957E+17,1,POS,13704093,2,13704093
6.64496E+18,1,POS,10853612,2,10853612
8.14465E+18,1,POS,13947387,2,13947387
7.14158E+18,1,POS,11127065,3,16690597.5
-3.55448E+18,1,POS,13834924,2,13834924
1.52599E+18,1,POS,12494324,1,6247162
-4.38666E+17,1,POS,12866471,1,6433235.5
-3.72555E+18,1,POS,13904826,1,6952413
9.1443E+18,1,POS,11576899,2,11576899
-8.94033E+18,1,POS,11646221,1,5823110.5
3.8969E+18,1,POS,13509625,1,6754812.5
4.25136E+18,1,POS,12851234,1,6425617
-6.76507E+18,1,POS,15190762,1,7595381
-5.06608E+18,1,POS,12443917,8,49775668
1.55297E+18,1,POS,10005353,1,5002676.5
-1.98054E+18,1,POS,14828800,1,7414400
-7.81368E+18,1,POS,10577138,4,21154276
-7.09879E+18,1,POS,13388699,4,26777398
-9.19171E+18,1,POS,12660536,3,18990804
7.57616E+16,1,POS,12995585,2,12995585
-8.66786E+18,1,POS,10599355,1,5299677.5
-3.3887E+18,1,POS,13293782,1,6646891
3.98285E+18,1,POS,14157499,1,7078749.5
-2.29434E+18,1,POS,12057535,1,6028767.5
6.97229E+18,1,POS,15399314,1,7699657
6.94027E+18,1,POS,11278132,1,5639066
-6.85551E+18,1,POS,13113303,3,19669954.5
-3.14337E+18,1,POS,14667364,1,7333682
-8.98497E+17,1,POS,10305233,3,15457849.5
8.48864E+18,1,POS,11303609,2,11303609
4.56241E+18,1,POS,10577138,1,5288569
-3.8261E+18,1,POS,14699581,2,14699581
1.46619E+18,1,POS,14634901,2,14634901
-5.86646E+18,1,POS,15322191,1,7661095.5
-8.28087E+18,1,POS,11017951,6,33053853
-1.59962E+18,1,POS,14740583,1,7370291.5
-2.48378E+18,1,POS,13318241,17,113205048.5
2.52715E+18,2,POS,15266224,1,7633112
-1.38236E+18,1,POS,13449566,1,6724783
-1.8088E+18,1,POS,14326649,1,7163324.5
-4.26384E+18,1,POS,13350616,1,6675308
-2.30006E+18,1,POS,14594907,1,7297453.5
8.06242E+18,1,POS,11884632,1,5942316
7.26075E+18,1,POS,10917235,1,5458617.5
-7.95269E+18,1,POS,11096278,1,5548139
7.70085E+18,1,POS,14616627,2,14616627
-2.58616E+18,1,POS,11079308,1,5539654
2.50554E+18,1,POS,11646254,1,5823127
-4.07643E+17,1,POS,12501656,1,6250828
-1.60794E+18,1,POS,12343885,3,18515827.5
-2.17525E+18,1,POS,14371512,1,7185756
3.37999E+18,1,POS,13333372,2,13333372
6.74333E+18,1,POS,11475787,2,11475787
7.55848E+18,1,POS,11241304,1,5620652
6.77114E+16,1,POS,12779377,5,31948442.5
7.37057E+17,1,POS,10604916,3,15907374
8.63808E+18,1,POS,13472063,6,40416189
3.90003E+17,1,POS,13583984,1,6791992
5.20063E+18,1,POS,12866471,3,19299706.5
6.41413E+17,1,POS,13853106,2,13853106
-3.90834E+18,1,POS,11034238,2,11034238
2.17436E+18,1,POS,13508056,1,6754028
-6.29779E+18,1,POS,10336139,2,10336139
-5.99545E+18,1,POS,14769624,1,7384812
5.25394E+18,1,POS,14374482,1,7187241
-5.52986E+18,1,POS,11807948,1,5903974
1.7992E+18,1,POS,15443005,1,7721502.5
-8.02486E+18,1,POS,11540085,8,46160340
4.14843E+18,1,POS,12302436,6,36907308
5.40044E+18,1,POS,13706023,1,6853011.5
-2.05148E+18,1,POS,10336139,2,10336139
-5.88095E+18,1,POS,10321651,2,10321651
-6.76507E+18,1,POS,13961214,1,6980607
1.97101E+18,1,POS,14732606,1,7366303
4.86404E+18,1,POS,13901442,2,13901442
4.10497E+18,1,POS,10773448,1,5386724
-6.94373E+18,1,POS,12383030,2,12383030
-7.75606E+18,1,POS,14791388,1,7395694
-1.09831E+18,1,POS,10964559,1,5482279.5
7.63028E+18,1,POS,11531308,2,11531308
-3.80131E+18,1,POS,13807300,1,6903650
-5.94651E+18,1,POS,13762901,2,13762901
-5.87821E+18,1,POS,15624679,3,23437018.5
2.21496E+18,1,POS,15288764,1,7644382
-1.55789E+18,1,POS,12363917,13,80365460.5
8.78983E+18,1,POS,11308996,1,5654498
4.28686E+18,1,POS,12651303,2,12651303
-3.24113E+17,1,POS,11940632,3,17910948
-6.7315E+18,1,POS,12997854,1,6498927
-2.93992E+18,1,POS,14647986,4,29295972
-8.44599E+17,1,POS,10543924,2,10543924
8.02232E+18,1,POS,10925808,1,5462904
1.12205E+18,1,POS,14164636,1,7082318
3.13976E+18,1,POS,15476294,1,7738147
8.74414E+17,1,POS,10804888,1,5402444
-3.16058E+18,1,POS,14667166,1,7333583
7.90892E+18,1,POS,14945067,1,7472533.5
1.9744E+18,1,POS,13944848,1,6972424
2.64205E+18,1,POS,11241304,2,11241304
-2.20787E+18,1,POS,11967114,1,5983557
6.64496E+18,1,POS,10602407,3,15903610.5
5.58957E+18,1,POS,15443005,2,15443005
-8.66786E+18,1,POS,10313583,1,5156791.5
8.16743E+18,1,POS,10922920,1,5461460
-8.05429E+18,2,POS,11493608,1,5746804
-5.63857E+18,1,POS,10790590,4,21581180
2.29285E+18,1,POS,11601689,12,69610134
3.8969E+18,1,POS,11058765,1,5529382.5
-1.30932E+18,1,POS,13293782,11,73115801
-2.69144E+17,1,POS,12896338,7,45137183
7.22081E+18,1,POS,13575071,5,33937677.5
-2.03183E+18,1,POS,10599348,7,37097718
7.45282E+18,1,POS,11322609,1,5661304.5
-1.97209E+18,1,POS,11287232,2,11287232
-3.07564E+18,1,POS,10321651,6,30964953
1.73758E+18,1,POS,11810314,1,5905157
6.71034E+18,1,POS,14588503,2,14588503
-5.06608E+18,1,POS,11761327,1,5880663.5
4.10015E+18,1,POS,11544038,2,11544038
9.14572E+18,1,POS,11096278,4,22192556
-2.64862E+18,1,POS,13969100,1,6984550
5.08932E+18,1,POS,12176368,1,6088184
4.92196E+18,1,POS,11306693,6,33920079
-8.52687E+18,1,POS,13557186,1,6778593
-6.26064E+17,1,POS,10305233,6,30915699
5.94963E+18,1,POS,12801205,1,6400602.5
4.05071E+18,1,POS,11645512,4,23291024
6.45234E+18,1,POS,13411749,1,6705874.5
-3.5901E+17,1,POS,10666576,4,21333152
-6.16824E+18,1,POS,10305233,4,20610466
5.29443E+17,1,POS,12370490,7,43296715
3.47762E+18,1,POS,15213341,1,7606670.5
6.69466E+18,1,POS,14047427,1,7023713.5
-3.76573E+18,1,POS,10911550,1,5455775
7.97448E+18,1,POS,10932812,2,10932812
3.58128E+18,1,POS,11531308,7,40359578
7.83995E+18,1,POS,14787840,1,7393920
-9.96773E+17,1,POS,10327682,3,15491523
1.08308E+18,1,POS,15555923,2,15555923
1.17049E+18,1,POS,11863180,1,5931590
-4.833E+18,1,POS,12487039,2,12487039
6.18173E+18,1,POS,10315497,1,5157748.5
4.58887E+18,1,POS,13614904,3,20422356
6.50417E+17,1,POS,12351425,1,6175712.5
-1.15422E+18,1,POS,12683918,2,12683918
-3.7973E+18,1,POS,10853612,1,5426806
-4.92579E+18,1,POS,10936623,4,21873246
2.95172E+18,1,POS,12892113,4,25784226
-4.77362E+18,1,POS,11081841,2,11081841
-8.26572E+18,1,POS,14540827,1,7270413.5
-3.55448E+18,1,POS,13989058,1,6994529
-3.09635E+18,1,POS,11279189,1,5639594.5
-4.85952E+18,1,POS,11488889,1,5744444.5
6.4441E+17,1,POS,13413984,1,6706992
4.7839E+18,1,POS,11601705,2,11601705
4.39743E+18,1,POS,14647986,1,7323993
-6.85551E+18,1,POS,13762968,1,6881484
6.74333E+18,1,POS,14407654,1,7203827
-1.67508E+18,1,POS,10300077,1,5150038.5
-6.60927E+18,1,POS,12946489,1,6473244.5
-6.45385E+18,1,POS,13425566,1,6712783
-3.55448E+18,1,POS,12419040,1,6209520
-2.12404E+18,1,POS,11303609,1,5651804.5
2.21496E+18,1,POS,13301445,1,6650722.5
8.3532E+18,1,POS,14466668,1,7233334
-4.20698E+17,1,POS,11210523,1,5605261.5
7.68885E+18,1,POS,12078598,1,6039299
-8.12274E+18,1,POS,15313620,1,7656810
4.32073E+18,1,POS,14819494,2,14819494
7.63028E+18,1,POS,10301604,1,5150802
-8.57121E+18,1,POS,10005692,4,20011384
-1.59541E+18,1,POS,13706023,8,54824092
-5.06608E+18,1,POS,12336665,2,12336665
-7.49611E+18,1,POS,13441050,1,6720525
-1.45196E+18,1,POS,11397643,3,17096464.5
4.07548E+18,1,POS,14384945,1,7192472.5
-5.78514E+18,1,POS,13336474,3,20004711
4.25136E+18,1,POS,15082902,1,7541451
5.34725E+18,1,POS,13508056,2,13508056
5.0179E+18,1,POS,11034238,1,5517119
-1.09831E+18,1,POS,13098728,2,13098728
4.29723E+18,2,POS,10311355,1,5155677.5
-1.81564E+18,1,POS,11950110,1,5975055
-2.30006E+18,1,POS,10005445,2,10005445
5.59923E+18,1,POS,11341260,1,5670630
-4.44223E+18,1,POS,13033931,2,13033931
2.15619E+18,1,POS,11303609,1,5651804.5
-6.6492E+18,1,POS,12594834,2,12594834
8.47943E+18,1,POS,14440994,1,7220497
6.29168E+18,1,POS,14545669,1,7272834.5
7.38279E+18,1,POS,12359782,1,6179891
1.17049E+18,1,POS,14047427,3,21071140.5
2.35812E+18,1,POS,15276504,1,7638252
-5.34724E+18,1,POS,11303609,1,5651804.5
-7.6653E+18,1,POS,10604916,4,21209832
-7.42528E+18,1,POS,14215370,1,7107685
-6.07303E+18,1,POS,13834924,2,13834924
-6.30635E+18,1,POS,10327682,2,10327682
6.53842E+18,1,POS,13333372,11,73333546
-2.08044E+18,1,POS,14137830,1,7068915
7.71786E+18,1,POS,11174554,1,5587277
9.09565E+18,1,POS,10297240,1,5148620
-3.87665E+18,1,POS,13335344,1,6667672
4.51076E+18,1,POS,12343885,2,12343885
4.02356E+18,1,POS,14015358,3,21023037
-7.95269E+18,1,POS,12351425,1,6175712.5
-9.10204E+18,1,POS,11601697,60,348050910
2.03604E+17,1,POS,12121141,4,24242282
6.8986E+17,1,POS,14310130,1,7155065
-8.97775E+18,1,POS,10318277,1,5159138.5
6.04161E+18,1,POS,11950110,2,11950110
-7.38857E+18,1,POS,10789261,1,5394630.5
-1.60794E+18,1,POS,12971628,3,19457442
-4.78511E+18,1,POS,10766384,3,16149576
1.46453E+18,1,POS,13318241,3,19977361.5
-4.69531E+17,1,POS,15279474,1,7639737
-9.11109E+18,1,POS,12302402,1,6151201
-2.53811E+18,1,POS,14270268,1,7135134
1.58163E+18,1,POS,11475811,1,5737905.5
7.42466E+18,1,POS,12905402,1,6452701
-6.00287E+18,1,POS,14310080,1,7155040
-5.1048E+18,1,POS,11645512,2,11645512
3.67658E+18,1,POS,11254026,1,5627013
-1.04215E+18,1,POS,13768700,1,6884350
7.0906E+18,1,POS,10602407,9,47710831.5
7.70085E+18,1,POS,10321651,3,15482476.5
3.36411E+18,1,POS,10303030,2,10303030
7.73179E+17,1,POS,15322399,1,7661199.5
-3.57511E+18,2,POS,12475026,1,6237513
-8.70668E+17,1,POS,12609731,1,6304865.5
-1.56347E+18,1,POS,12485389,1,6242694.5
2.69876E+18,1,POS,10327682,12,61966092
6.33722E+18,1,POS,11857968,8,47431872
3.54138E+18,1,POS,10932812,1,5466406
-2.45067E+18,1,POS,13743562,1,6871781
8.75552E+18,1,POS,13145198,1,6572599
-3.75737E+16,1,POS,13113303,1,6556651.5
-3.87665E+18,1,POS,15589922,2,15589922
-1.14364E+18,1,POS,14024426,1,7012213
1.68253E+18,1,POS,15322191,1,7661095.5
-6.27386E+18,1,POS,12265336,1,6132668
-5.68975E+18,1,POS,14508402,3,21762603
-7.78548E+17,1,POS,14221626,3,21332439
-7.31744E+18,1,POS,15287022,1,7643511
-4.00562E+17,1,POS,14264048,7,49924168
5.0514E+18,1,POS,10973352,1,5486676
-5.03794E+18,1,POS,14540827,1,7270413.5
1.7992E+18,1,POS,11507522,2,11507522
7.82078E+18,1,POS,11940632,1,5970316
-2.97119E+18,1,POS,12152047,1,6076023.5
4.11688E+18,1,POS,11821030,2,11821030
9.02118E+18,1,POS,11732088,2,11732088
4.83011E+18,1,POS,11395803,17,96864325.5
5.80786E+18,1,POS,14323208,1,7161604
-4.833E+18,1,POS,13147533,1,6573766.5
8.55544E+18,1,POS,11279189,1,5639594.5
1.0123E+18,1,POS,12528105,1,6264052.5
4.9093E+17,1,POS,14089429,1,7044714.5
7.98309E+18,1,POS,15353998,1,7676999
-2.93992E+18,1,POS,15092760,1,7546380
-6.41612E+18,1,POS,10707982,1,5353991
-9.0714E+18,1,POS,14388938,1,7194469
1.31324E+18,1,POS,14540827,2,14540827
-6.51051E+18,1,POS,11475787,2,11475787
7.50004E+18,1,POS,13706023,1,6853011.5
8.74263E+18,1,POS,15476294,1,7738147
-6.88031E+18,1,POS,14089429,1,7044714.5
4.37807E+18,1,POS,14015341,1,7007670.5
-3.16058E+18,1,POS,11518420,1,5759210
-6.50849E+18,1,POS,15346539,1,7673269.5
7.7972E+18,1,POS,10853612,2,10853612
-1.07588E+18,1,POS,10315497,1,5157748.5
-4.03151E+18,1,POS,11399177,2,11399177
7.72223E+17,1,POS,11749991,1,5874995.5
2.03604E+17,1,POS,11111788,1,5555894
-4.80078E+18,1,POS,13282439,1,6641219.5
-3.45942E+18,1,POS,10328573,1,5164286.5
2.70463E+18,1,POS,12679510,2,12679510
-8.86564E+18,1,POS,15146574,1,7573287
7.73616E+18,1,POS,11857968,1,5928984
2.29285E+18,1,POS,14446587,2,14446587
-2.62122E+18,1,POS,13066543,1,6533271.5
2.987E+18,1,POS,13293782,7,46528237
7.83995E+18,1,POS,14862593,1,7431296.5
-6.93777E+18,1,POS,14354815,1,7177407.5
2.17436E+18,1,POS,12343885,1,6171942.5
1.28857E+18,1,POS,13502711,1,6751355.5
-1.43895E+18,1,POS,12370490,1,6185245
5.21584E+17,1,POS,14886675,1,7443337.5
-9.42864E+16,1,POS,14994693,1,7497346.5
-6.76507E+18,1,POS,11909074,1,5954537
2.6339E+18,1,POS,12962452,1,6481226
1.68253E+18,1,POS,12545596,1,6272798
-5.27716E+18,1,POS,11341260,1,5670630
4.15374E+18,1,POS,14266936,2,14266936
4.3822E+18,1,POS,13425566,2,13425566
-5.36337E+18,1,POS,14557672,1,7278836
9.8938E+17,1,POS,11072188,1,5536094
1.16156E+17,1,POS,13956586,1,6978293
-8.52582E+18,1,POS,14299911,1,7149955.5
5.6121E+18,1,POS,14321772,1,7160886
-1.27717E+18,1,POS,11322609,1,5661304.5
1.97101E+18,1,POS,11258746,2,11258746
6.56998E+18,1,POS,10602407,1,5301203.5
-5.51653E+18,1,POS,14867162,5,37167905
2.18955E+17,1,POS,15337769,3,23006653.5
7.79403E+18,1,POS,11475795,1,5737897.5
-6.80694E+18,2,POS,15413578,1,7706789
-4.4113E+18,1,POS,13896956,4,27793912
8.23202E+18,2,POS,11303609,3,16955413.5
-3.16866E+18,1,POS,14867923,1,7433961.5
5.20615E+17,1,POS,15020928,1,7510464
-1.39832E+17,1,POS,11239886,1,5619943
-1.67508E+18,1,POS,14961262,1,7480631
-6.16084E+18,1,POS,10530848,1,5265424
9.18942E+18,1,POS,10313583,1,5156791.5
-1.20194E+18,1,POS,15109986,1,7554993
-6.84144E+18,1,POS,13670377,2,13670377
-3.07564E+18,1,POS,10316214,3,15474321
-8.13653E+18,1,POS,14227300,1,7113650
-7.44014E+18,1,POS,12351425,4,24702850
-6.84144E+18,1,POS,11561834,4,23123668
-2.86709E+18,1,POS,11863875,1,5931937.5
7.52744E+18,1,POS,14540827,1,7270413.5
2.74934E+18,1,POS,15238827,1,7619413.5
-1.85065E+18,1,POS,10602407,2,10602407
6.48023E+18,1,POS,14310130,1,7155065
9.05776E+18,1,POS,14540827,1,7270413.5
-8.57121E+18,1,POS,14993620,4,29987240
-3.85215E+18,1,POS,14524102,2,14524102
6.48659E+18,1,POS,14015341,1,7007670.5
1.07169E+18,1,POS,13325428,1,6662714
6.48023E+18,1,POS,13333372,3,20000058
-2.17525E+18,1,POS,12993333,1,6496666.5
2.73446E+18,1,POS,13992078,4,27984156
-5.95219E+18,1,POS,12705331,2,12705331
2.43799E+18,1,POS,11096278,3,16644417
-7.13287E+18,1,POS,11293412,1,5646706
-3.77458E+17,1,POS,15476344,1,7738172
-8.64335E+18,1,POS,12137576,4,24275152
-5.75242E+18,1,POS,12498234,1,6249117
2.09049E+18,1,POS,14221535,1,7110767.5
8.55539E+18,1,POS,14015358,1,7007679
-2.35208E+18,1,POS,10313583,1,5156791.5
-2.03815E+18,1,POS,12660536,2,12660536
7.98309E+18,1,POS,14474746,3,21712119
-3.93578E+18,1,POS,15303464,1,7651732
2.89797E+18,1,POS,13190616,4,26381232
-4.91635E+18,1,POS,10666576,2,10666576
-8.94033E+18,1,POS,11475787,1,5737893.5
7.86723E+18,1,POS,14154868,1,7077434
7.55848E+18,1,POS,13684766,1,6842383
8.72533E+18,1,POS,14446587,2,14446587
-1.58337E+18,1,POS,14014948,1,7007474
-8.18674E+17,1,POS,12374708,1,6187354
7.45282E+18,1,POS,13823117,1,6911558.5
-2.48378E+18,1,POS,14960454,2,14960454
7.61666E+17,1,POS,14772974,2,14772974
-5.53186E+18,1,POS,14215370,2,14215370
-6.30635E+18,1,POS,14787840,1,7393920
-3.72555E+18,1,POS,13000112,1,6500056
3.9163E+18,1,POS,14179873,1,7089936.5
-2.62752E+18,1,POS,13402425,1,6701212.5
1.00596E+18,1,POS,10609329,1,5304664.5
1.36841E+18,1,POS,12370490,1,6185245
4.80969E+17,1,POS,10313583,1,5156791.5
-7.30148E+17,1,POS,15163652,1,7581826
7.3662E+18,1,POS,13956677,1,6978338.5
7.3758E+18,1,POS,11303609,1,5651804.5
-5.78514E+18,1,POS,15360514,1,7680257
7.50061E+18,1,POS,11938081,1,5969040.5
4.29723E+18,2,POS,12800025,4,25600050
3.3309E+18,1,POS,14398903,2,14398903
-2.93992E+18,1,POS,10773455,1,5386727.5
1.9425E+18,1,POS,10305258,2,10305258
7.74271E+18,1,POS,15390560,2,15390560
-2.03815E+18,1,POS,14141758,1,7070879
1.85351E+18,1,POS,12370631,7,43297208.5
-1.59541E+18,1,POS,10530848,1,5265424
9.81867E+17,1,POS,10336139,2,10336139
7.57616E+16,1,POS,15336456,1,7668228
7.42573E+18,1,POS,14311997,2,14311997
7.0906E+18,1,POS,14433619,1,7216809.5
6.12783E+18,1,POS,10602407,1,5301203.5
-4.10744E+18,1,POS,11279189,4,22558378
5.59334E+18,1,POS,10327682,4,20655364
9.42868E+16,1,POS,10301604,2,10301604
1.66873E+18,1,POS,10525699,2,10525699
-5.34516E+18,1,POS,11057742,1,5528871
-4.72331E+18,1,POS,14321772,2,14321772
4.7048E+17,1,POS,11105061,1,5552530.5
-6.9082E+18,1,POS,10316214,2,10316214
-1.55789E+18,1,POS,10621936,1,5310968
-2.93992E+18,1,POS,11576899,13,75249843.5
-4.33136E+18,1,POS,14540827,2,14540827
-7.39479E+18,1,POS,10636967,2,10636967
2.86061E+18,1,POS,13575071,4,27150142
-6.65761E+18,1,POS,14085252,1,7042626
2.27051E+18,1,POS,14540827,2,14540827
4.7839E+18,1,POS,13218532,1,6609266
-3.73814E+18,1,POS,10604916,1,5302458
5.78211E+18,1,POS,15110901,2,15110901
4.35003E+17,1,POS,12651964,1,6325982
-1.8926E+18,1,POS,10602407,2,10602407
7.17782E+18,1,POS,10818391,1,5409195.5
-5.06608E+18,1,POS,11601705,1,5800852.5
8.26206E+18,1,POS,11241304,3,16861956
2.18916E+18,1,POS,11645512,2,11645512
4.29722E+18,1,POS,15236201,1,7618100.5
